state,fips,zip_code,plan_id,plan_name,plan_description,product_type_code,age,gender,tobacco_ind,rate
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,64,Male,yes,329
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,65,Male,yes,363
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,66,Male,yes,229
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,67,Male,yes,350
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,68,Male,yes,43
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,69,Male,yes,393
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,70,Male,yes,219
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,71,Male,yes,445
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,72,Male,yes,66
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,73,Male,yes,192
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,74,Male,yes,161
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,75,Male,yes,370
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,76,Male,yes,497
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,77,Male,yes,38
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,78,Male,yes,429
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,79,Male,yes,150
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,80,Male,yes,212
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,81,Male,yes,274
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,82,Male,yes,169
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,83,Male,yes,331
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,84,Male,yes,168
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,85,Male,yes,219
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,86,Male,yes,428
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,87,Male,yes,329
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,88,Male,yes,306
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,89,Male,yes,279
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,90,Male,yes,58
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,91,Male,yes,442
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,92,Male,yes,231
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,93,Male,yes,103
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,94,Male,yes,138
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,95,Male,yes,236
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,96,Male,yes,303
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,97,Male,yes,307
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,98,Male,yes,327
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,99,Male,yes,355
FL,12001,32601,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,100,Male,yes,60
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,1,Male,yes,240
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,2,Male,yes,298
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,3,Male,yes,328
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,4,Male,yes,260
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,5,Male,yes,254
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,6,Male,yes,457
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,7,Male,yes,473
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,8,Male,yes,451
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,9,Male,yes,257
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,10,Male,yes,32
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,11,Male,yes,315
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,12,Male,yes,327
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,13,Male,yes,304
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,14,Male,yes,255
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,15,Male,yes,49
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,16,Male,yes,475
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,17,Male,yes,256
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,18,Male,yes,103
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,19,Male,yes,324
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,20,Male,yes,89
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,21,Male,yes,301
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,22,Male,yes,244
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,23,Male,yes,179
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,24,Male,yes,288
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,25,Male,yes,158
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,26,Male,yes,224
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,27,Male,yes,222
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,28,Male,yes,342
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,29,Male,yes,107
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,30,Male,yes,438
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,31,Male,yes,177
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,32,Male,yes,435
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,33,Male,yes,149
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,34,Male,yes,204
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,35,Male,yes,480
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,36,Male,yes,145
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,37,Male,yes,314
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,38,Male,yes,351
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,39,Male,yes,238
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,40,Male,yes,239
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,41,Male,yes,336
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,42,Male,yes,343
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,43,Male,yes,188
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,44,Male,yes,192
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,45,Male,yes,264
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,46,Male,yes,286
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,47,Male,yes,185
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,48,Male,yes,154
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,49,Male,yes,102
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,50,Male,yes,300
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,51,Male,yes,155
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,52,Male,yes,415
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,53,Male,yes,86
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,54,Male,yes,155
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,55,Male,yes,319
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,56,Male,yes,91
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,57,Male,yes,166
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,58,Male,yes,450
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,59,Male,yes,305
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,60,Male,yes,212
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,61,Male,yes,320
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,62,Male,yes,180
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,63,Male,yes,424
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,64,Male,yes,96
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,65,Male,yes,417
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,66,Male,yes,358
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,67,Male,yes,329
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,68,Male,yes,424
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,69,Male,yes,268
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,70,Male,yes,137
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,71,Male,yes,207
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,72,Male,yes,158
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,73,Male,yes,103
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,74,Male,yes,32
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,75,Male,yes,408
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,76,Male,yes,395
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,77,Male,yes,384
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,78,Male,yes,151
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,79,Male,yes,401
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,80,Male,yes,424
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,81,Male,yes,165
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,82,Male,yes,105
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,83,Male,yes,223
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,84,Male,yes,204
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,85,Male,yes,455
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,86,Male,yes,158
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,87,Male,yes,267
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,88,Male,yes,291
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,89,Male,yes,65
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,90,Male,yes,196
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,91,Male,yes,365
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,92,Male,yes,134
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,93,Male,yes,41
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,94,Male,yes,135
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,95,Male,yes,215
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,96,Male,yes,388
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,97,Male,yes,88
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,98,Male,yes,52
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,99,Male,yes,90
FL,12001,32608,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,100,Male,yes,141
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,1,Male,yes,433
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,2,Male,yes,147
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,3,Male,yes,318
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,4,Male,yes,202
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,5,Male,yes,262
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,6,Male,yes,202
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,7,Male,yes,340
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,8,Male,yes,454
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,9,Male,yes,294
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,10,Male,yes,354
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,11,Male,yes,454
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,12,Male,yes,94
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,13,Male,yes,337
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,14,Male,yes,109
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,15,Male,yes,247
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,16,Male,yes,460
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,17,Male,yes,402
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,18,Male,yes,345
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,19,Male,yes,82
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,20,Male,yes,257
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,21,Male,yes,447
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,22,Male,yes,71
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,23,Male,yes,59
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,24,Male,yes,466
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,25,Male,yes,338
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,26,Male,yes,178
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,27,Male,yes,89
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,28,Male,yes,185
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,29,Male,yes,271
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,30,Male,yes,213
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,31,Male,yes,443
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,32,Male,yes,221
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,33,Male,yes,113
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,34,Male,yes,39
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,35,Male,yes,30
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,36,Male,yes,473
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,37,Male,yes,145
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,38,Male,yes,380
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,39,Male,yes,394
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,40,Male,yes,225
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,41,Male,yes,121
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,42,Male,yes,489
FL,12001,32607,52323FL0406335,Zeus Sunshine Plan,Zeus Sunshine Plan,HMO,43,Male,yes,477
